sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Cell,English,"LEWIS AND CLARK, MT",Montana,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,29,"Some college, no degree (includes some community college)",No,White,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"BARTON, KS",Kansas,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,20,"Some college, no degree (includes some community college)",Yes,White,"$75,000 to under $100,000",$75K+,Republican,cpo,CPO HH
Cell,English,"HARDIN, KY",Kentucky,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,52,High school graduate (Grade 12 with diploma or GED certificate),Yes,Other (SPECIFY),"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"RIVERSIDE, CA",California,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,25,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,Don't know/Refused (VOL.),"Less than $10,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"OKLAHOMA, OK",Oklahoma,South,No,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Don't know/Refused (VOL.),Male,32,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Republican,cpo,CPO HH
Cell,English,"BANNOCK, ID",Idaho,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,55,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Republican,cpo,CPO HH
Cell,English,"ORANGE, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Female,63,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"VALENCIA, NM",New Mexico,West,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,47,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),cpo,CPO HH
Cell,English,"COOK, IL",Illinois,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,41,High school graduate (Grade 12 with diploma or GED certificate),No,Asian or Pacific Islander,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,34,"Some college, no degree (includes some community college)",Yes,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Cell,English,"PALM BEACH, FL",Florida,South,Yes,No,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,No,Male,87,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"MORGAN, IN",Indiana,Midwest,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,Yes,Female,30,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Don't know/Refused (VOL.),cpo,CPO HH
Cell,English,"BERKS, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,53,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"TRUMBULL, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,67,Less than high school (Grades 1-8 or no formal schooling),No,White,"$10,000 to under $20,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"GENESEE, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,43,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Republican,cpo,CPO HH
Cell,English,"WARREN, IN",Indiana,Midwest,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,74,High school graduate (Grade 12 with diploma or GED certificate),No,Don't know/Refused (VOL.),"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,English,"GRAVES, KY",Kentucky,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,Yes,Female,36,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"BERGEN, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,37,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Republican,cpo,CPO HH
Cell,English,"GLYNN, GA",Georgia,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,31,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"COBB, GA",Georgia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,50,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Cell,English,"BEAVER, PA",Pennsylvania,Northeast,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,Yes,Male,43,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,Spanish,"QUEENS, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed part-time,Yes,Male,31,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,Black or African-American,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"PINELLAS, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,45,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Don't know/Refused (VOL.),White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"WARREN, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,70,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Cell,English,"WASHTENAW, MI",Michigan,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,21,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Republican,Dual,Dual HH
Cell,English,"BERGEN, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,24,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"WINDHAM, CT",Connecticut,Northeast,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,Yes,Female,31,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$10,000 to under $20,000",Under $30K,Independent,Dual,Dual HH
Cell,English,"BREVARD, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Male,52,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Don't know/Refused (VOL.),cpo,CPO HH
Cell,English,"INGHAM, MI",Michigan,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,88,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"COOK, IL",Illinois,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,Refused (VOL.),Don't know/Refused,No,Don't know/Refused (VOL.),"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"RALEIGH, WV",West Virginia,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,No,Female,54,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"MIDDLESEX, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,Refused (VOL.),"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"ALLEGAN, MI",Michigan,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Male,57,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"PENDER, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,70,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"YAKIMA, WA",Washington,West,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,66,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,Spanish,"FOND DU LAC, WI",Wisconsin,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,Yes,Male,44,Less than high school (Grades 1-8 or no formal schooling),Yes,Other (SPECIFY),"$30,000 to under $40,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"DALLAS, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,63,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,cpo,CPO HH
Cell,English,"JACKSON, MO",Missouri,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,Asian or Pacific Islander,"$40,000 to under $50,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"EL PASO, TX",Texas,South,No,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,22,"Some college, no degree (includes some community college)",Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"EL PASO, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,50,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),$75K+,Republican,cpo,CPO HH
Cell,English,"DOUGLAS, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,40,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Cell,English,"OKANOGAN, WA",Washington,West,Yes,No,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,77,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"ORANGE, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Male,54,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"BALTIMORE, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,28,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"MARICOPA, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,54,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"BOUNDARY, ID",Idaho,West,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,20,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,Spanish,"ADAMS, CO",Colorado,West,Yes,Yes,Not sure/Don't know,"No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,Yes,Female,39,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"JEFFERSON, LA",Louisiana,South,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Female,50,"Some college, no degree (includes some community college)",No,Mixed race,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"MARICOPA, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,36,Two year associate degree from a college or university,No,White,"$10,000 to under $20,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,Yes,Male,62,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"TREASURE, MT",Montana,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,No preference (VOL.),cpo,CPO HH
Cell,English,"GRAYS HARBOR, WA",Washington,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,53,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,Spanish,"GLENN, CA",California,West,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,34,Less than high school (Grades 1-8 or no formal schooling),Yes,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"STANISLAUS, CA",California,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,18,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,38,"Some college, no degree (includes some community college)",Yes,White,"Less than $10,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"YOLO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,18,"Some college, no degree (includes some community college)",Yes,White,"Less than $10,000",Under $30K,Don't know/Refused (VOL.),cpo,CPO HH
Cell,English,"SAN BERNARDINO, CA",California,West,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,Yes,Female,28,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,Black or African-American,"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"MARIN, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,22,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Female,45,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"UTAH, UT",Utah,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,18,"Some college, no degree (includes some community college)",No,White,"Less than $10,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"GREENVILLE, SC",South Carolina,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Female,61,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"FULTON, GA",Georgia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,23,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"SAINT JOHNS, FL",Florida,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Female,50,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"RUTHERFORD, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,27,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Independent,cpo,CPO HH
Cell,English,"POLK, FL",Florida,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,56,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Cell,English,"SAINT JOHNS, FL",Florida,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,62,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$20,000 to under $30,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"CLARK, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,56,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"LOUISA, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,54,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"KINGS, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Male,37,High school graduate (Grade 12 with diploma or GED certificate),Yes,Other (SPECIFY),"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"MIDDLESEX, NJ",New Jersey,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,50,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"WRIGHT, MN",Minnesota,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,77,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),Undesignated,Other party (VOL.),Dual,Dual HH
Cell,English,"JEFFERSON, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Male,20,High school graduate (Grade 12 with diploma or GED certificate),No,Mixed race,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"COOK, IL",Illinois,Midwest,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,69,"Some college, no degree (includes some community college)",No,Black or African-American,"$40,000 to under $50,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"CHESHIRE, NH",New Hampshire,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Male,39,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"KNOX, ME",Maine,Northeast,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,Yes,Male,47,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"CHRISTIAN, KY",Kentucky,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Male,51,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"LICKING, OH",Ohio,Midwest,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Male,52,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"AVOYELLES, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,34,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"COLLIN, TX",Texas,South,Yes,No,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,No,Male,63,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Cell,English,"YOAKUM, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,65,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"JEFFERSON, KY",Kentucky,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,No,Female,20,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),$75K+,Independent,cpo,CPO HH
Cell,English,"GREENE, IN",Indiana,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,60,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$10,000 to under $20,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"BRAZOS, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,25,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"ECTOR, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,45,Two year associate degree from a college or university,Yes,Other (SPECIFY),"$150,000 or over",$75K+,No preference (VOL.),Dual,Dual HH
Cell,Spanish,"CHELAN, WA",Washington,West,No,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,Yes,Male,36,Less than high school (Grades 1-8 or no formal schooling),Yes,Other (SPECIFY),"$20,000 to under $30,000",Under $30K,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"NEW LONDON, CT",Connecticut,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed part-time,Yes,Male,35,"Some college, no degree (includes some community college)",Yes,Black or African-American,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Cell,English,"CHEATHAM, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,53,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,cpo,CPO HH
Cell,English,"WAUKESHA, WI",Wisconsin,Midwest,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed full-time,No,Male,50,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"STORY, IA",Iowa,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,69,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"COOKE, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,29,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
Cell,English,"HILLSBOROUGH, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,26,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$10,000 to under $20,000",Under $30K,Democrat,cpo,CPO HH
